,Id,SalePrice,LotArea,Street,OverallQual,OverallCond,KitchenQual,YearBuilt,Neighborhood
461,562,170000,10010,Pave,5,5,TA,1974,Mitchel
462,563,108000,13907,Pave,5,6,TA,1940,Edwards
463,564,185000,21780,Pave,6,7,TA,1918,Edwards
464,565,268000,13346,Pave,7,5,Gd,1992,NoRidge
465,566,128000,6858,Pave,6,4,Fa,1915,SWISU
466,567,325000,11198,Pave,9,5,Ex,2005,StoneBr
467,568,214000,10171,Pave,7,5,Gd,2004,NridgHt
468,569,316600,12327,Pave,8,8,Gd,1983,SawyerW
469,570,135960,7032,Pave,5,5,TA,1979,NAmes
470,571,142600,13101,Pave,5,5,TA,1965,NAmes
471,572,120000,7332,Pave,6,6,Gd,1959,NAmes
472,573,224500,13159,Pave,7,5,Gd,2009,Timber
473,574,170000,9967,Pave,7,5,TA,2000,Gilbert
474,575,139000,10500,Pave,5,7,TA,1971,NAmes
475,576,118500,8480,Pave,5,5,TA,1947,NAmes
476,577,145000,6292,Pave,7,7,TA,1928,SWISU
477,578,164500,11777,Pave,5,6,TA,1966,Sawyer
478,579,146000,3604,Pave,7,5,Gd,2007,Somerst
479,580,131500,12150,Pave,5,5,TA,1954,OldTown
480,581,181900,14585,Pave,6,6,Gd,1960,NAmes
481,582,253293,12704,Pave,8,5,Ex,2008,NridgHt
482,583,118500,11841,Grvl,6,5,TA,1990,Edwards
483,584,325000,13500,Pave,10,9,Gd,1893,OldTown
484,585,133000,6120,Pave,4,7,Gd,1935,BrkSide
485,586,369900,11443,Pave,8,5,Gd,2005,Timber
486,587,130000,10267,Pave,6,7,Fa,1918,BrkSide
487,588,137000,8740,Pave,5,6,TA,1982,Sawyer
488,589,143000,25095,Pave,5,8,Ex,1968,ClearCr
489,590,79500,9100,Pave,5,6,TA,1930,BrkSide
490,591,185900,8320,Pave,7,5,Gd,2004,CollgCr
491,592,451950,13478,Pave,10,5,Ex,2008,NridgHt
492,593,138000,6600,Pave,5,8,TA,1982,Mitchel
493,594,140000,4435,Pave,6,5,Gd,2003,CollgCr
494,595,110000,7990,Pave,5,6,TA,1975,CollgCr
495,596,319000,11302,Pave,8,5,Gd,2005,StoneBr
496,597,114504,3600,Pave,6,7,TA,1910,OldTown
497,598,194201,3922,Pave,7,5,Gd,2006,Blmngtn
498,599,217500,12984,Pave,5,6,Gd,1977,Crawfor
499,600,151000,1950,Pave,6,6,TA,1980,Blueste
500,601,275000,10927,Pave,8,5,Ex,2005,NridgHt
501,602,141000,9000,Pave,6,6,Gd,1937,IDOTRR
502,603,220000,10041,Pave,8,5,Gd,1992,SawyerW
503,604,151000,3182,Pave,7,5,Gd,2004,Somerst
504,605,221000,12803,Pave,7,5,Gd,2002,CollgCr
505,606,205000,13600,Pave,7,6,TA,1965,NAmes
506,607,152000,12464,Pave,5,5,Gd,1996,CollgCr
507,608,225000,7800,Pave,5,8,Ex,1948,Edwards
508,609,359100,12168,Pave,8,6,TA,1934,Crawfor
509,610,118500,7943,Pave,4,5,TA,1961,Sawyer
510,611,313000,11050,Pave,9,5,Ex,2000,CollgCr
511,612,148000,10395,Pave,6,6,TA,1978,NWAmes
512,613,261500,11885,Pave,8,5,Ex,2001,CollgCr
513,614,147000,8402,Pave,5,5,TA,2007,Mitchel
514,615,75500,1491,Pave,4,6,TA,1972,MeadowV
515,616,137500,8800,Pave,6,7,Gd,1963,NAmes
516,617,183200,7861,Pave,6,5,Gd,2002,Gilbert
517,618,105500,7227,Pave,6,6,Gd,1954,NAmes
518,619,314813,11694,Pave,9,5,Gd,2007,NridgHt
519,620,305000,12244,Pave,8,5,Gd,2003,Timber
520,621,67000,8248,Pave,3,3,TA,1914,Edwards
521,622,240000,10800,Pave,6,7,TA,1974,NWAmes
522,623,135000,7064,Pave,5,6,TA,1977,Sawyer
523,624,168500,2117,Pave,6,5,Gd,2000,Somerst
524,625,165150,10400,Pave,6,5,TA,1972,NWAmes
525,626,160000,10000,Pave,6,6,TA,1962,NAmes
526,627,139900,12342,Pave,5,5,TA,1960,NAmes
527,628,153000,9600,Pave,6,6,TA,1955,NAmes
528,629,135000,11606,Pave,5,5,Fa,1969,NAmes
529,630,168500,9020,Pave,6,5,TA,1964,NAmes
530,631,124000,9000,Pave,5,6,Ex,1880,OldTown
531,632,209500,4590,Pave,8,5,Gd,2006,NridgHt
532,633,82500,11900,Pave,7,5,TA,1977,NWAmes
533,634,139400,9250,Pave,5,7,TA,1954,NAmes
534,635,144000,6979,Pave,6,5,TA,1980,OldTown
535,636,200000,10896,Pave,6,7,Fa,1914,SWISU
536,637,60000,6120,Pave,2,3,Fa,1936,BrkSide
537,638,93000,6000,Pave,5,4,Gd,1954,OldTown
538,639,85000,8777,Pave,5,7,TA,1910,Edwards
539,640,264561,3982,Pave,8,5,Ex,2006,Blmngtn
540,641,274000,12677,Pave,8,5,Ex,2003,NridgHt
541,642,226000,7050,Pave,7,5,Gd,2001,Somerst
542,643,345000,13860,Pave,8,7,Ex,1972,NAmes
543,644,152000,10793,Pave,5,5,TA,1969,NWAmes
544,645,370878,9187,Pave,9,5,Ex,2009,Somerst
545,646,143250,10530,Pave,6,5,TA,1971,NAmes
546,647,98300,7200,Pave,5,5,TA,1950,NAmes
547,648,155000,10452,Pave,6,5,TA,1953,Edwards
548,649,155000,7700,Pave,6,5,TA,1966,NAmes
549,650,84500,1936,Pave,4,6,TA,1970,MeadowV
550,651,205950,8125,Pave,7,6,Gd,2007,Somerst
551,652,108000,9084,Pave,4,5,TA,1940,Edwards
552,653,191000,8750,Pave,7,5,Gd,1996,CollgCr
553,654,135000,10320,Pave,6,7,TA,1906,IDOTRR
554,655,350000,10437,Pave,8,6,Gd,1995,NoRidge
555,656,88000,1680,Pave,6,5,TA,1971,BrDale
556,657,145500,10007,Pave,5,7,Gd,1959,NAmes
557,658,149000,7200,Pave,7,6,TA,1931,Crawfor
558,659,97500,17503,Pave,6,5,TA,1948,NAmes
559,660,167000,9937,Pave,5,7,TA,1964,Edwards
560,661,197900,12384,Pave,7,7,TA,1976,NWAmes
561,662,402000,46589,Pave,8,7,Gd,1994,NoRidge
562,663,110000,13560,Pave,6,3,TA,1968,NAmes
563,664,137500,10012,Pave,4,5,TA,1972,Edwards
564,665,423000,20896,Pave,8,5,Ex,2005,Somerst
565,666,230500,11194,Pave,8,5,Gd,2000,Gilbert
566,667,129000,18450,Pave,6,5,TA,1965,NAmes
567,668,193500,8125,Pave,6,5,Gd,1994,SawyerW
568,669,168000,14175,Pave,5,6,TA,1956,Sawyer
569,670,137500,11600,Pave,4,5,Fa,1922,Crawfor
570,671,173500,8633,Pave,6,5,Gd,2005,CollgCr
571,672,103600,6629,Pave,6,6,TA,1925,Edwards
572,673,165000,11250,Pave,6,6,TA,1977,Veenker
573,674,257500,14442,Pave,6,7,Gd,1957,Crawfor
574,675,140000,9200,Pave,6,6,TA,1965,NAmes
575,676,148500,2289,Pave,6,6,TA,1978,NPkVill
576,677,87000,9600,Pave,4,2,TA,1900,OldTown
577,678,109500,9022,Pave,5,8,Gd,1924,OldTown
578,679,372500,11844,Pave,8,5,Gd,2008,StoneBr
579,680,128500,9945,Pave,5,5,TA,1961,Sawyer
580,681,143000,8012,Pave,6,5,TA,1980,SawyerW
581,682,159434,4500,Pave,5,5,TA,1932,SWISU
582,683,173000,2887,Pave,6,5,Gd,1996,ClearCr
583,684,285000,11248,Pave,9,5,Gd,2002,CollgCr
584,685,221000,16770,Pave,7,5,TA,1998,NoRidge
585,686,207500,5062,Pave,7,5,Gd,1984,StoneBr
586,687,227875,10207,Pave,7,6,Gd,2007,Somerst
587,688,148800,5105,Pave,7,5,Gd,2004,Somerst
588,689,392000,8089,Pave,8,6,Gd,2007,StoneBr
589,690,194700,7577,Pave,6,5,Gd,2005,NridgHt
590,691,141000,4426,Pave,6,5,Gd,2004,CollgCr
591,692,755000,21535,Pave,10,6,Ex,1994,NoRidge
592,693,335000,26178,Pave,7,5,Gd,1989,Timber
593,694,108480,5400,Pave,5,6,TA,1921,OldTown
594,695,141500,6120,Pave,5,6,TA,1936,BrkSide
595,696,176000,13811,Pave,6,6,Gd,1987,Timber
596,697,89000,6000,Pave,5,7,TA,1921,BrkSide
597,698,123500,6420,Pave,5,7,TA,1952,Edwards
598,699,138500,8450,Pave,5,8,TA,1965,Sawyer
599,700,196000,4282,Pave,7,5,Gd,2004,Somerst
600,701,312500,14331,Pave,8,5,Gd,2002,Timber
601,702,140000,9600,Pave,7,5,TA,1969,NWAmes
602,703,361919,12438,Pave,8,5,Ex,2006,StoneBr
603,704,140000,7630,Pave,5,9,Gd,1900,OldTown
604,705,213000,8400,Pave,7,5,Gd,2004,CollgCr
605,706,55000,5600,Pave,4,5,Fa,1930,IDOTRR
606,707,302000,115149,Pave,7,5,Gd,1971,ClearCr
607,708,254000,6240,Pave,8,5,Gd,2006,NridgHt
608,709,179540,9018,Pave,7,5,Gd,2007,Gilbert
609,710,109900,7162,Pave,5,7,TA,1966,Sawyer
610,711,52000,4130,Pave,3,6,TA,1935,BrkSide
611,712,102776,8712,Pave,4,7,TA,1900,IDOTRR
612,713,189000,4671,Pave,8,5,Gd,1988,StoneBr
613,714,129000,9873,Pave,4,5,TA,1970,BrkSide
614,715,130500,13517,Pave,6,8,Gd,1976,Sawyer
615,716,165000,10140,Pave,6,5,TA,1974,NWAmes
616,717,159500,10800,Pave,7,8,TA,1890,OldTown
617,718,157000,10000,Pave,5,6,Gd,1973,NWAmes
618,719,341000,10542,Pave,7,5,Gd,1993,NoRidge
619,720,128500,9920,Pave,5,6,TA,1969,CollgCr
620,721,275000,6563,Pave,8,5,Gd,1985,StoneBr
621,722,143000,4426,Pave,6,5,Gd,2004,CollgCr
622,723,124500,8120,Pave,4,7,TA,1970,NAmes
623,724,135000,8172,Pave,4,6,TA,1954,Edwards
624,725,320000,13286,Pave,9,5,Ex,2007,Edwards
625,726,120500,6960,Pave,4,6,Gd,1970,NAmes
626,727,222000,21695,Pave,6,9,Gd,1988,Crawfor
627,728,194500,7314,Pave,7,5,Gd,2007,CollgCr
628,729,110000,11475,Pave,5,5,TA,1958,NAmes
629,730,103000,6240,Pave,4,5,TA,1925,IDOTRR
630,731,236500,5389,Pave,8,5,Gd,1995,StoneBr
631,732,187500,9590,Pave,7,5,Gd,2003,Timber
632,733,222500,11404,Pave,7,5,Gd,1998,CollgCr
633,734,131400,10000,Pave,5,6,TA,1961,Sawyer
634,735,108000,8978,Pave,5,5,TA,1968,Sawyer
635,736,163000,10800,Pave,7,7,TA,1914,OldTown
636,737,93500,8544,Pave,3,4,TA,1950,NAmes
637,738,239900,10463,Pave,8,5,Gd,2005,Gilbert
638,739,179000,10800,Pave,5,5,TA,1987,Edwards
639,740,190000,9313,Pave,7,5,Gd,2004,CollgCr
640,741,132000,9600,Pave,5,7,TA,1910,OldTown
641,742,142000,6768,Pave,6,8,Gd,1961,Sawyer
642,743,179000,8450,Pave,7,5,TA,2000,SawyerW
643,744,175000,12886,Pave,5,6,TA,1963,Sawyer
644,745,180000,5395,Pave,8,5,Gd,1993,StoneBr
645,746,299800,8963,Pave,8,9,Gd,1976,NWAmes
646,747,236000,8795,Pave,7,5,Gd,2000,Gilbert
647,748,265979,11700,Pave,7,7,Gd,1880,OldTown
648,749,260400,10593,Pave,7,5,Gd,1996,NoRidge
649,750,98000,8405,Pave,4,3,TA,1945,Edwards
650,751,96500,8800,Pave,4,7,TA,1910,OldTown
651,752,162000,7750,Pave,7,5,Gd,2003,Gilbert
652,753,217000,9236,Pave,6,5,Gd,1997,CollgCr
653,754,275500,10240,Pave,8,5,Ex,2005,NridgHt
654,755,156000,7930,Pave,6,8,Gd,1969,NAmes
655,756,172500,3230,Pave,6,5,TA,1999,Somerst
656,757,212000,10769,Pave,8,5,Gd,2007,CollgCr
657,758,158900,11616,Pave,6,5,TA,1978,Sawyer
658,759,179400,2280,Pave,7,5,TA,1999,Somerst
659,760,290000,12257,Pave,8,5,Gd,1995,NoRidge
660,761,127500,9100,Pave,6,6,TA,1959,NAmes
661,762,100000,6911,Pave,5,5,Fa,1924,BrkSide
662,763,215200,8640,Pave,7,5,Gd,2009,Somerst
663,764,337000,9430,Pave,8,5,Gd,1999,NoRidge
664,765,270000,9549,Pave,8,5,Ex,1995,Veenker
665,766,264132,14587,Pave,9,5,Ex,2008,Somerst
666,767,196500,10421,Pave,7,5,TA,1988,NWAmes
667,768,160000,12508,Pave,6,7,TA,1940,Mitchel
668,769,216837,9100,Pave,7,5,Gd,2004,CollgCr
669,770,538000,53504,Pave,8,5,Ex,2003,StoneBr
670,771,134900,7252,Pave,5,5,TA,1982,Sawyer
671,772,102000,8877,Pave,4,5,TA,1951,Edwards
672,773,107000,7819,Pave,6,5,TA,1976,Edwards
673,774,114500,10150,Pave,5,5,TA,1958,NAmes
674,775,395000,14226,Pave,8,5,Gd,2006,NridgHt
675,776,162000,4500,Pave,6,5,TA,1998,Mitchel
676,777,221500,11210,Pave,7,5,Gd,2005,CollgCr
677,778,142500,13350,Pave,5,5,TA,1974,Sawyer
678,779,144000,8400,Pave,5,5,TA,1977,SawyerW
679,780,135000,10530,Pave,6,5,TA,1977,Mitchel
680,781,176000,7875,Pave,7,5,TA,1995,Gilbert
681,782,175900,7153,Pave,6,5,Gd,1992,SawyerW
682,783,187100,16285,Pave,7,5,Gd,2001,CollgCr
683,784,165500,9101,Pave,5,6,Gd,1978,Mitchel
684,785,128000,6300,Pave,6,6,TA,1914,OldTown
685,786,161500,9790,Pave,6,5,TA,1967,NWAmes
686,787,139000,10800,Pave,5,6,TA,1915,OldTown
687,788,233000,10142,Pave,7,5,Gd,2004,SawyerW
688,789,107900,6000,Pave,4,7,TA,1954,OldTown
689,790,187500,12205,Pave,6,8,Gd,1966,ClearCr
690,791,160200,3182,Pave,7,5,Gd,2005,Blmngtn
691,792,146800,11333,Pave,6,5,TA,1976,Mitchel
692,793,269790,9920,Pave,7,5,TA,1996,NoRidge
693,794,225000,9158,Pave,8,5,Gd,2007,Somerst
694,795,194500,10832,Pave,7,5,Gd,1994,Gilbert
695,796,171000,8400,Pave,6,6,TA,1980,SawyerW
696,797,143500,8197,Pave,6,5,TA,1977,Sawyer
697,798,110000,7677,Pave,5,5,TA,1953,NAmes
698,799,485000,13518,Pave,9,5,Ex,2008,NridgHt
699,800,175000,7200,Pave,5,7,Gd,1937,SWISU
700,801,200000,12798,Pave,6,5,Gd,1997,ClearCr
701,802,109900,4800,Pave,4,7,TA,1916,IDOTRR
702,803,189000,8199,Pave,7,5,Gd,2005,CollgCr
703,804,582933,13891,Pave,9,5,Ex,2008,NridgHt
704,805,118000,9000,Pave,5,5,TA,1954,NAmes
705,806,227680,12274,Pave,7,5,Ex,2008,Somerst
706,807,135500,9750,Pave,5,5,TA,1967,NAmes
707,808,223500,21384,Pave,5,6,Gd,1923,BrkSide
708,809,159950,13400,Pave,5,5,TA,1966,NAmes
709,810,106000,8100,Pave,5,5,TA,1898,OldTown
710,811,181000,10140,Pave,6,6,Gd,1974,NWAmes
711,812,144500,4438,Pave,6,5,Gd,2004,CollgCr
712,813,55993,8712,Grvl,5,5,Fa,1952,IDOTRR
713,814,157900,9750,Pave,6,6,TA,1958,NAmes
714,815,116000,8248,Pave,5,7,Fa,1918,Edwards
715,816,224900,12137,Pave,7,5,Gd,1998,CollgCr
716,817,137000,11425,Pave,5,6,TA,1954,NAmes
717,818,271000,13265,Pave,8,5,Gd,2002,Mitchel
718,819,155000,8816,Pave,6,7,TA,1971,ClearCr
719,820,224000,6371,Pave,7,5,Gd,2009,NridgHt
720,821,183000,7226,Pave,7,5,Gd,2003,CollgCr
721,822,93000,6000,Pave,4,4,TA,1953,OldTown
722,823,225000,12394,Pave,7,5,Gd,2003,Gilbert
723,824,139500,9900,Pave,6,7,TA,1940,SWISU
724,825,232600,11216,Pave,8,5,Gd,2006,Somerst
725,826,385000,14803,Pave,10,5,Ex,2007,NridgHt
726,827,109500,6130,Pave,5,6,Gd,1924,BrkSide
727,828,189000,8529,Pave,7,5,Gd,2001,SawyerW
728,829,185000,28698,Pave,5,5,TA,1967,ClearCr
729,830,147400,2544,Pave,7,5,Gd,2005,Somerst
730,831,166000,11900,Pave,6,5,TA,1957,NAmes
731,832,151000,3180,Pave,7,5,Gd,2005,Somerst
732,833,237000,9548,Pave,7,6,Gd,2003,CollgCr
733,834,167000,10004,Pave,6,6,TA,1964,NAmes
734,835,139950,7875,Pave,5,6,TA,1961,NAmes
735,836,128000,9600,Pave,4,7,Gd,1950,Sawyer
736,837,153500,8100,Pave,5,6,TA,1948,OldTown
737,838,100000,1680,Pave,6,5,TA,1973,BrDale
738,839,144000,9525,Pave,5,6,Gd,1995,CollgCr
739,840,130500,11767,Pave,5,6,TA,1946,Edwards
740,841,140000,12155,Pave,6,8,Fa,1925,SWISU
741,842,157500,10440,Pave,5,8,Gd,1904,OldTown
742,843,174900,9020,Pave,6,7,TA,1966,NAmes
743,844,141000,8000,Pave,5,4,TA,1961,NAmes
744,845,153900,12665,Pave,5,8,TA,1915,OldTown
745,846,171000,16647,Pave,5,5,TA,1975,Sawyer
746,847,213000,9317,Pave,7,5,Gd,1993,SawyerW
747,848,133500,15523,Pave,5,6,TA,1972,CollgCr
748,849,240000,45600,Pave,6,8,TA,1908,ClearCr
749,850,187000,9600,Pave,6,7,TA,1976,Veenker
750,851,131500,4435,Pave,6,5,Gd,2003,CollgCr
751,852,215000,3196,Pave,8,5,Gd,2003,Blmngtn
752,853,164000,7128,Pave,7,5,TA,1941,Crawfor
753,854,158000,12095,Pave,6,6,TA,1964,NAmes
754,855,170000,17920,Pave,5,4,TA,1955,Sawyer
755,856,127000,6897,Pave,5,8,TA,1962,Sawyer
756,857,147000,10970,Pave,6,6,TA,1978,CollgCr
757,858,174000,8125,Pave,6,5,TA,1994,Gilbert
758,859,152000,10400,Pave,7,5,TA,1976,NWAmes
759,860,250000,11029,Pave,6,7,Gd,1968,NWAmes
760,861,189950,7642,Pave,7,8,Gd,1918,Crawfor
761,862,131500,11625,Pave,5,4,TA,1965,Sawyer
762,863,152000,9672,Pave,6,5,TA,1984,SawyerW
763,864,132500,7931,Pave,5,5,TA,1959,NAmes
764,865,250580,8640,Pave,7,5,Gd,2007,Somerst
765,866,148500,8750,Pave,5,6,TA,1970,NAmes
766,867,248900,10656,Pave,8,5,Gd,2006,Timber
767,868,129000,6970,Pave,4,5,Fa,1961,Sawyer
768,869,169000,14762,Pave,5,6,TA,1948,Gilbert
769,870,236000,9938,Pave,7,5,Gd,1993,SawyerW
770,871,109500,6600,Pave,5,5,TA,1962,NAmes
771,872,200500,8750,Pave,6,5,Gd,1998,CollgCr
772,873,116000,8892,Pave,5,7,Gd,1953,NAmes
773,874,133000,12144,Pave,5,7,TA,1949,NAmes
774,875,66500,5720,Pave,5,6,TA,1941,OldTown
775,876,303477,9000,Pave,8,5,Ex,2007,Somerst
776,877,132250,25286,Pave,4,5,TA,1963,Mitchel
777,878,350000,8834,Pave,9,5,Ex,2004,NridgHt
778,879,148000,11782,Pave,5,7,Gd,1961,Sawyer
779,880,136500,7000,Pave,5,8,TA,1978,CollgCr
780,881,157000,7024,Pave,5,5,TA,2005,Edwards
781,882,187500,13758,Pave,7,5,Gd,1990,Timber
782,883,178000,9636,Pave,6,5,TA,1992,Gilbert
783,884,118500,6204,Pave,4,5,TA,1912,SWISU
784,885,100000,7150,Pave,5,5,TA,1967,NAmes
785,886,328900,5119,Pave,9,5,Gd,1999,Somerst
786,887,145000,8393,Pave,5,5,TA,1959,NAmes
787,888,135500,16466,Pave,5,7,TA,1955,Edwards
788,889,268000,15865,Pave,8,6,Gd,1970,NAmes
789,890,149500,12160,Pave,6,4,TA,1953,NAmes
790,891,122900,8064,Pave,5,7,TA,1949,NAmes
791,892,172500,11184,Pave,6,5,TA,1978,Sawyer
792,893,154500,8414,Pave,6,8,TA,1963,Sawyer
793,894,165000,13284,Pave,5,5,TA,1954,Sawyer
794,895,118858,7018,Pave,5,5,TA,1979,SawyerW
795,896,140000,7056,Pave,6,5,TA,1963,NAmes
796,897,106500,8765,Pave,4,6,TA,1936,IDOTRR
797,898,142953,7018,Pave,5,5,TA,1979,SawyerW
798,899,611657,12919,Pave,9,5,Ex,2009,NridgHt
799,900,135000,6993,Pave,5,7,TA,1961,Sawyer
800,901,110000,7340,Pave,4,6,TA,1971,NAmes
801,902,153000,8712,Pave,5,7,TA,1957,NAmes
802,903,180000,7875,Pave,7,5,Gd,2003,Gilbert
803,904,240000,14859,Pave,7,5,Gd,2006,Gilbert
804,905,125500,6173,Pave,5,6,TA,1967,Sawyer
805,906,128000,9920,Pave,5,5,TA,1954,NAmes
806,907,255000,13501,Pave,8,5,Gd,2006,Somerst
807,908,250000,11500,Pave,7,7,Gd,1936,Crawfor
808,909,131000,8885,Pave,5,5,TA,1983,Mitchel
809,910,174000,12589,Pave,6,5,Gd,2005,Gilbert
810,911,154300,11600,Pave,5,5,TA,1960,NAmes
811,912,143500,9286,Pave,5,7,Gd,1977,CollgCr
812,913,88000,6120,Pave,5,7,TA,1925,BrkSide
813,914,145000,6270,Pave,5,6,TA,1949,Crawfor
814,915,173733,3000,Pave,6,5,Gd,2009,Somerst
815,916,75000,2001,Pave,4,5,TA,1970,MeadowV
816,917,35311,9000,Pave,2,3,TA,1949,IDOTRR
817,918,135000,17140,Pave,4,6,TA,1956,Edwards
818,919,238000,13125,Pave,7,5,Gd,1991,SawyerW
819,920,176500,11029,Pave,6,8,TA,1958,NAmes
820,921,201000,8462,Pave,6,5,Gd,1994,SawyerW
821,922,145900,8777,Pave,5,7,TA,1900,Edwards
822,923,169990,10237,Pave,6,5,Gd,2005,Gilbert
823,924,193000,8012,Pave,6,5,Gd,1993,SawyerW
824,925,207500,10240,Pave,6,6,TA,1980,NWAmes
825,926,175000,15611,Pave,5,6,Ex,1977,NWAmes
826,927,285000,11999,Pave,8,5,Ex,2003,NridgHt
827,928,176000,9900,Pave,7,5,TA,1968,NWAmes
828,929,236500,11838,Pave,8,5,Ex,2001,CollgCr
829,930,222000,13006,Pave,7,5,Gd,1997,Gilbert
830,931,201000,8925,Pave,8,5,Gd,2007,Timber
831,932,117500,9100,Pave,5,6,TA,1965,NAmes
832,933,320000,11670,Pave,9,5,Ex,2006,Somerst
833,934,190000,8487,Pave,7,5,Gd,2004,CollgCr
834,935,242000,27650,Pave,7,7,Gd,1960,NAmes
835,936,79900,5825,Pave,4,5,TA,1926,BrkSide
836,937,184900,10083,Pave,7,5,Gd,2003,SawyerW
837,938,253000,9675,Pave,7,5,Gd,2005,Somerst
838,939,239799,8760,Pave,7,5,Gd,2006,CollgCr
839,940,244400,24090,Pave,7,7,TA,1940,ClearCr
840,941,150900,12640,Pave,6,5,TA,1976,Mitchel
841,942,214000,8755,Pave,7,5,Gd,1999,Gilbert
842,943,150000,7711,Pave,4,3,TA,1977,Edwards
843,944,143000,25000,Pave,5,4,TA,1967,Mitchel
844,945,137500,14375,Pave,6,6,Gd,1958,Timber
845,946,124900,8820,Pave,5,6,TA,1890,OldTown
846,947,143000,8163,Pave,5,6,TA,1959,NAmes
847,948,270000,14536,Pave,8,5,Gd,2002,Timber
848,949,192500,14006,Pave,7,5,Gd,2002,CollgCr
849,950,197500,9360,Pave,6,7,Gd,1972,NWAmes
850,951,129000,7200,Pave,5,8,Gd,1950,NAmes
851,952,119900,7800,Pave,5,5,TA,1965,SawyerW
852,953,133900,7200,Pave,5,8,TA,1972,CollgCr
853,954,172000,11075,Pave,5,4,TA,1969,Mitchel
854,955,127500,9400,Pave,6,5,TA,1975,Edwards
855,956,145000,7136,Pave,6,6,TA,1946,Crawfor
856,957,124000,1300,Pave,6,6,TA,1980,Blueste
857,958,132000,7420,Pave,5,5,TA,1962,Sawyer
858,959,185000,8450,Pave,7,5,Gd,2003,CollgCr
859,960,155000,2572,Pave,7,5,Gd,1999,Somerst
860,961,116500,7207,Pave,5,7,TA,1958,BrkSide
861,962,272000,12227,Pave,6,7,TA,1977,NWAmes
862,963,155000,2308,Pave,6,6,Gd,1976,NPkVill
863,964,239000,11923,Pave,9,5,Ex,2007,CollgCr
864,965,214900,11316,Pave,7,5,Gd,2002,Timber
865,966,178900,10237,Pave,6,5,Gd,2005,Gilbert
866,967,160000,9600,Pave,5,7,TA,1940,Crawfor
867,968,135000,7390,Pave,5,7,TA,1955,NAmes
868,969,37900,5925,Pave,3,6,TA,1910,OldTown
869,970,140000,10382,Pave,6,5,TA,1958,NAmes
870,971,135000,10800,Pave,4,4,TA,1949,NAmes
871,972,173000,2268,Pave,7,5,Gd,2003,NridgHt
872,973,99500,7892,Pave,6,5,TA,1979,SawyerW
873,974,182000,11639,Pave,7,5,Gd,2007,Somerst
874,975,167500,11414,Pave,7,8,Gd,1910,BrkSide
875,976,165000,2651,Pave,7,5,Gd,2000,Somerst
876,977,85500,5900,Pave,4,7,Fa,1923,BrkSide
877,978,199900,4274,Pave,7,5,Gd,2006,Somerst
878,979,110000,9450,Pave,4,5,TA,1954,Edwards
879,980,139000,8816,Pave,5,6,TA,1963,Sawyer
880,981,178400,12122,Pave,7,9,Ex,1961,NAmes
881,982,336000,12203,Pave,8,5,Gd,1998,NoRidge
882,983,159895,3182,Pave,7,5,Gd,2007,Blmngtn
883,984,255900,11250,Pave,8,5,Gd,2002,CollgCr
884,985,126000,10125,Pave,5,5,Gd,1977,Mitchel
885,986,125000,10880,Pave,5,5,TA,1950,Edwards
886,987,117000,5310,Pave,6,8,Gd,1910,OldTown
887,988,395192,10159,Pave,9,5,Ex,2009,NridgHt
888,989,195000,12046,Pave,6,6,Gd,1976,NWAmes
889,990,197000,8125,Pave,7,5,Gd,2006,Somerst
890,991,348000,9452,Pave,8,5,Gd,1997,NoRidge
891,992,168000,17671,Pave,8,9,Gd,1882,OldTown
892,993,187000,9760,Pave,6,8,Gd,1964,NAmes
893,994,173900,8846,Pave,6,5,Gd,2005,CollgCr
894,995,337500,12456,Pave,10,5,Ex,2006,NridgHt
895,996,121600,4712,Pave,4,7,TA,1946,BrkSide
896,997,136500,10659,Pave,5,6,TA,1961,NAmes
897,998,185000,11717,Pave,6,6,TA,1970,NWAmes
898,999,91000,9786,Pave,3,4,TA,1922,IDOTRR
899,1000,206000,6762,Pave,7,5,Gd,2006,CollgCr
900,1001,82000,10206,Pave,3,3,Fa,1952,Edwards
901,1002,86000,5400,Pave,5,6,Ex,1920,OldTown
902,1003,232000,11957,Pave,8,5,Gd,2006,Somerst
903,1004,136905,11500,Pave,5,6,TA,1976,NWAmes
904,1005,181000,3182,Pave,7,5,Gd,2005,Blmngtn
905,1006,149900,8385,Pave,5,8,TA,1977,CollgCr
906,1007,163500,12155,Pave,6,3,TA,1970,NAmes
907,1008,88000,2217,Pave,4,4,TA,1970,MeadowV
908,1009,240000,12118,Pave,7,5,Gd,2004,Mitchel
909,1010,102000,6000,Pave,5,5,TA,1926,SWISU
910,1011,135000,21286,Pave,5,5,TA,1948,Sawyer
911,1012,100000,9825,Pave,5,5,TA,1965,Edwards
912,1013,165000,10592,Pave,6,7,Gd,1923,Crawfor
913,1014,85000,7200,Pave,5,4,TA,1910,OldTown
914,1015,119200,11664,Pave,6,5,TA,1948,NAmes
915,1016,227000,8400,Pave,8,6,Gd,2001,NWAmes
916,1017,203000,11883,Pave,7,5,Gd,1996,CollgCr
917,1018,187500,5814,Pave,8,5,Gd,1984,StoneBr
918,1019,160000,10784,Pave,7,5,Gd,1991,Gilbert
919,1020,213490,3013,Pave,7,5,Gd,2005,Blmngtn
920,1021,176000,7024,Pave,4,5,Gd,2005,Edwards
921,1022,194000,7406,Pave,7,5,Gd,2006,CollgCr
922,1023,87000,9439,Pave,5,5,TA,1930,OldTown
